Virus Name	Record ID	UniProt ID	ESMFold pLDDT	ColabFold pLDDT	Chosen Method	structure_file	protlen	Genome_composition	Kingdom	Phylum	Class	Order	Family	Genus	Species	Virus_names
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49639.1_119	Q9WT39	71.4	77.8	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49639.1_119_relaxed.pdb	316	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49635.1_119	Q9QJ47	65.1	49.2	ESMFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_EF-AAD49635.1_119_relaxed.pdb	334	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49666.1_119	Q9QJ19	22.8	91.4	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49666.1_119_relaxed.pdb	335	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49672.1_119	P52533	33.9	60.9	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49672.1_119_relaxed.pdb	342	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAB06355.1_119	P52449	67.0	81.7	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAB06355.1_119_relaxed.pdb	344	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49662.1_119	Q9QJ24	30.4	89.5	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49662.1_119_relaxed.pdb	350	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49668.1_119	Q9WT06	28.1	64.9	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49668.1_119_relaxed.pdb	353	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49691.1_119	Q9QJ57	59.6	67.8	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49691.1_119_relaxed.pdb	363	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49641.1_119	Q9QJ40	71.6	69.6	ESMFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_EF-AAD49641.1_119_relaxed.pdb	366	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAB06343.1_119	P52541	54.9	66.8	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAB06343.1_119_relaxed.pdb	376	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49622.1_119	Q9QJ56	59.5	77.4	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49622.1_119_relaxed.pdb	386	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49631.1_119	Q9WT45	39.4	51.2	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49631.1_119_relaxed.pdb	389	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49615.1_119	Q9PX53	46.4	70.0	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49615.1_119_relaxed.pdb	392	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49686.1_119	Q9PX53	46.4	70.0	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49686.1_119_relaxed.pdb	392	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49625.1_119	Q9QJ52	56.4	64.2	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49625.1_119_relaxed.pdb	411	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49632.1_119	Q9QJ46	58.3	36.4	ESMFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_EF-AAD49632.1_119_relaxed.pdb	434	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49665.1_119	Q9QJ20	23.0	75.1	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49665.1_119_relaxed.pdb	442	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49657.1_119	Q9QJ29	39.8	84.8	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49657.1_119_relaxed.pdb	459	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49647.1_119	Q9QJ36	27.7	70.3	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49647.1_119_relaxed.pdb	470	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49671.1_119	P52530	40.3	56.8	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49671.1_119_relaxed.pdb	480	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49650.1_119	Q9QJ33	27.3	89.0	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49650.1_119_relaxed.pdb	484	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAB06353.1_119	P52448	67.8	90.5	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAB06353.1_119_relaxed.pdb	488	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49678.1_119	Q9WSZ6	76.4	74.7	ESMFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_EF-AAD49678.1_119_relaxed.pdb	490	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49658.1_119	Q9QJ28	35.6	53.6	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49658.1_119_relaxed.pdb	492	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49633.1_119	Q9QJ45	37.0	42.4	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49633.1_119_relaxed.pdb	500	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49627.1_119	Q9WT54	32.4	76.2	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49627.1_119_relaxed.pdb	503	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAB06340.1_119	P52539	33.9	62.7	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAB06340.1_119_relaxed.pdb	516	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49656.1_119	Q9QJ30	57.8	63.4	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49656.1_119_relaxed.pdb	528	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49623.1_119	Q9QJ55	29.6	79.2	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49623.1_119_relaxed.pdb	535	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAB06348.1_119	P52537	27.8	79.2	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAB06348.1_119_relaxed.pdb	555	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49670.1_119	P52446	44.1	75.5	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49670.1_119_relaxed.pdb	563	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49629.1_119	Q9QJ49	34.3	62.3	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49629.1_119_relaxed.pdb	610	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49680.1_119	Q9QJ11	21.5	32.8	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49680.1_119_relaxed.pdb	616	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAB06357.1_119	P52451	22.1	85.2	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAB06357.1_119_relaxed.pdb	662	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAB06359.1_119	P52454	32.3	68.8	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAB06359.1_119_relaxed.pdb	662	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49667.1_119	Q9QJ23	63.9	76.1	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49667.1_119_relaxed.pdb	666	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAB06346.1_119	P52543	26.3	80.3	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAB06346.1_119_relaxed.pdb	694	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49654.1_119	P52544	27.7	77.3	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49654.1_119_relaxed.pdb	726	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAB06345.1_119	P52549	25.8	26.9	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAB06345.1_119_relaxed.pdb	738	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49614.1_119	Q9PWX1	35.0	48.3	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49614.1_119_relaxed.pdb	759	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49682.1_119	Q9PWX1	35.0	48.3	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49682.1_119_relaxed.pdb	759	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49661.1_119	Q9QJ25	24.4	69.0	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49661.1_119_relaxed.pdb	772	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAB06356.1_119	P52452	62.8	82.1	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAB06356.1_119_relaxed.pdb	780	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49642.1_119	Q9QJ39	71.0	67.9	ESMFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_EF-AAD49642.1_119_relaxed.pdb	804	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAB06360.1_119	P52450	49.1	79.0	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAB06360.1_119_relaxed.pdb	824	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49653.1_119	P36320	57.5	71.3	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49653.1_119_relaxed.pdb	830	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAA02870.1_119	Q69535	24.4	48.4	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAA02870.1_119_relaxed.pdb	858	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAB06341.1_119	P52540	45.1	89.2	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAB06341.1_119_relaxed.pdb	860	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49634.1_119	Q9QJ54	31.1	42.3	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49634.1_119_relaxed.pdb	903	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49652.1_119	Q9QJ32	81.5	88.3	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49652.1_119_relaxed.pdb	1012	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49675.1_119	Q77PU6	24.5	28.5	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49675.1_119_relaxed.pdb	1078	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49644.1_119	Q9QJ38	29.7	70.7	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49644.1_119_relaxed.pdb	1082	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAB06339.1_119	P52538	22.4	82.6	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAB06339.1_119_relaxed.pdb	1132	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49679.1_119	Q9QJ12	29.1	34.7	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49679.1_119_relaxed.pdb	1212	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49660.1_119	Q9QJ26	18.8	79.4	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49660.1_119_relaxed.pdb	1345	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
human_betaherpesvirus_6b;_human_herpesvirus_6b	AAD49674.1_119	Q9QJ16	20.2	36.0	ColabFold	human_betaherpesvirus_6b;_human_herpesvirus_6b_CF-AAD49674.1_119_relaxed.pdb	1520	dsDNA	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Roseolovirus	Roseolovirus humanbeta6b	
kyasanur_forest_disease_virus	AAQ91607.1.1.2_7173	D7RF80	58.3	75.5	ColabFold	kyasanur_forest_disease_virus_CF-AAQ91607.1.1.2_7173_relaxed.pdb	75	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus kyasanurense	
kyasanur_forest_disease_virus	AAQ91607.1.1.4_7173	D7RF80	34.6	93.7	ColabFold	kyasanur_forest_disease_virus_CF-AAQ91607.1.1.4_7173_relaxed.pdb	85	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus kyasanurense	
kyasanur_forest_disease_virus	AAQ91607.1.1.5_7173	D7RF80	59.5	83.3	ColabFold	kyasanur_forest_disease_virus_CF-AAQ91607.1.1.5_7173_relaxed.pdb	97	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus kyasanurense	
kyasanur_forest_disease_virus	AAQ91607.1.1.1_7173	D7RF80	44.5	61.7	ColabFold	kyasanur_forest_disease_virus_CF-AAQ91607.1.1.1_7173_relaxed.pdb	112	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus kyasanurense	
kyasanur_forest_disease_virus	AAQ91607.1.1.9_7173	D7RF80	72.6	90.6	ColabFold	kyasanur_forest_disease_virus_CF-AAQ91607.1.1.9_7173_relaxed.pdb	137	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus kyasanurense	
kyasanur_forest_disease_virus	AAQ91607.1.1.10_7173	D7RF80	48.4	89.0	ColabFold	kyasanur_forest_disease_virus_CF-AAQ91607.1.1.10_7173_relaxed.pdb	144	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus kyasanurense	
kyasanur_forest_disease_virus	AAQ91607.1.1.8_7173	D7RF80	71.2	85.1	ColabFold	kyasanur_forest_disease_virus_CF-AAQ91607.1.1.8_7173_relaxed.pdb	146	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus kyasanurense	
kyasanur_forest_disease_virus	AAQ91607.1.1.7_7173	D7RF80	62.0	95.0	ColabFold	kyasanur_forest_disease_virus_CF-AAQ91607.1.1.7_7173_relaxed.pdb	149	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus kyasanurense	
kyasanur_forest_disease_virus	AAQ91607.1.1.11_7173	D7RF80	67.1	95.9	ColabFold	kyasanur_forest_disease_virus_CF-AAQ91607.1.1.11_7173_relaxed.pdb	235	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus kyasanurense	
kyasanur_forest_disease_virus	AAQ91607.1.1.3_7173	D7RF80	56.9	86.6	ColabFold	kyasanur_forest_disease_virus_CF-AAQ91607.1.1.3_7173_relaxed.pdb	300	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus kyasanurense	
kyasanur_forest_disease_virus	AAQ91607.1.1.6_7173	D7RF80	24.4	89.2	ColabFold	kyasanur_forest_disease_virus_CF-AAQ91607.1.1.6_7173_relaxed.pdb	354	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus kyasanurense	
kyasanur_forest_disease_virus	AAQ91607.1.1.12_7173	D7RF80	63.1	91.6	ColabFold	kyasanur_forest_disease_virus_CF-AAQ91607.1.1.12_7173_relaxed.pdb	564	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus kyasanurense	
rhinovirus_a10	ABF51192.1.9_10639	A5GZE7	66.8	72.8	ColabFold	rhinovirus_a10_CF-ABF51192.1.9_10639_relaxed.pdb	21	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A	
rhinovirus_a100	ACK37431.1.9_10704	B9V496	65.2	72.5	ColabFold	rhinovirus_a100_CF-ACK37431.1.9_10704_relaxed.pdb	21	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A	
rhinovirus_a18	ACK37374.1.9_10645	B9V439	66.8	72.8	ColabFold	rhinovirus_a18_CF-ACK37374.1.9_10645_relaxed.pdb	21	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A	
rhinovirus_a101	ACT89355.1.9_10705	D2IW00	68.7	74.9	ColabFold	rhinovirus_a101_CF-ACT89355.1.9_10705_relaxed.pdb	21	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A	
rhinovirus_a15	ABF51187.1.9_10643	A5GZE2	66.8	72.8	ColabFold	rhinovirus_a15_CF-ABF51187.1.9_10643_relaxed.pdb	21	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A	
rhinovirus_a102	ABO69521.1.9_10706	E1U266	66.3	72.0	ColabFold	rhinovirus_a102_CF-ABO69521.1.9_10706_relaxed.pdb	21	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A	
rhinovirus_a1	ACK37367.1.9_10633	P23008	65.2	72.5	ColabFold	rhinovirus_a1_CF-ACK37367.1.9_10633_relaxed.pdb	21	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A	
rhinovirus_a1b	BAA00168.1.9_10634	P12916	67.7	73.7	ColabFold	rhinovirus_a1b_CF-BAA00168.1.9_10634_relaxed.pdb	21	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A	
rhinovirus_a19	ACK37375.1.9_10646	B9V440	65.2	72.5	ColabFold	rhinovirus_a19_CF-ACK37375.1.9_10646_relaxed.pdb	21	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A	
rhinovirus_a106	AFD64773.1.9_10710	H9C6N7	70.2	76.1	ColabFold	rhinovirus_a106_CF-AFD64773.1.9_10710_relaxed.pdb	21	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A	
rhinovirus_a105	AEP69155.1.9_10709	G5DBU5	66.8	73.8	ColabFold	rhinovirus_a105_CF-AEP69155.1.9_10709_relaxed.pdb	21	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Rhinovirus A	
